,timestamp,worker_id,ppe,danger,safety_harness
78,2023-05-01 09:06:30,1,1,0,1
79,2023-05-01 09:06:35,1,1,0,1
80,2023-05-01 09:06:40,1,1,0,1
81,2023-05-01 09:06:45,1,1,0,1
82,2023-05-01 09:06:50,1,1,0,1
83,2023-05-01 09:06:55,1,1,0,1
84,2023-05-01 09:07:00,1,1,0,1
85,2023-05-01 09:07:05,1,1,0,1
86,2023-05-01 09:07:10,1,1,0,1
87,2023-05-01 09:07:15,1,1,0,1
88,2023-05-01 09:07:20,1,1,0,1
89,2023-05-01 09:07:25,1,1,0,1
90,2023-05-01 09:07:30,1,1,0,1
91,2023-05-01 09:07:35,1,1,0,1
92,2023-05-01 09:07:40,1,1,0,1
93,2023-05-01 09:07:45,1,1,0,1
94,2023-05-01 09:07:50,1,1,0,1
95,2023-05-01 09:07:55,1,1,0,1
96,2023-05-01 09:08:00,1,1,0,1
97,2023-05-01 09:08:05,1,1,0,1
98,2023-05-01 09:08:10,1,1,0,1
99,2023-05-01 09:08:15,1,1,0,1
100,2023-05-01 09:08:20,1,1,0,1
101,2023-05-01 09:08:25,1,1,0,1
102,2023-05-01 09:08:30,1,1,0,1
103,2023-05-01 09:08:35,1,1,0,1
104,2023-05-01 09:08:40,1,1,0,1
105,2023-05-01 09:08:45,1,1,0,1
106,2023-05-01 09:08:50,1,1,0,1
107,2023-05-01 09:08:55,1,1,0,1
108,2023-05-01 09:09:00,1,1,0,1
109,2023-05-01 09:09:05,1,1,0,1
110,2023-05-01 09:09:10,1,1,0,1
111,2023-05-01 09:09:15,1,1,0,1
112,2023-05-01 09:09:20,1,1,0,1
113,2023-05-01 09:09:25,1,1,0,1
114,2023-05-01 09:09:30,1,1,0,1
115,2023-05-01 09:09:35,1,1,0,1
116,2023-05-01 09:09:40,1,1,0,1
117,2023-05-01 09:09:45,1,1,0,1
118,2023-05-01 09:09:50,1,1,0,1
119,2023-05-01 09:09:55,1,1,0,1
120,2023-05-01 09:10:00,1,1,0,1
121,2023-05-01 09:10:05,1,1,0,1
122,2023-05-01 09:10:10,1,1,0,1
123,2023-05-01 09:10:15,1,1,0,1
124,2023-05-01 09:10:20,1,1,0,1
125,2023-05-01 09:10:25,1,1,0,1
126,2023-05-01 09:10:30,1,1,0,1
127,2023-05-01 09:10:35,1,1,0,1
128,2023-05-01 09:10:40,1,1,0,1
129,2023-05-01 09:10:45,1,1,0,1
130,2023-05-01 09:10:50,1,1,0,1
131,2023-05-01 09:10:55,1,1,0,1
132,2023-05-01 09:11:00,1,1,0,1
133,2023-05-01 09:11:05,1,1,0,1
134,2023-05-01 09:11:10,1,1,0,1
135,2023-05-01 09:11:15,1,1,0,1
136,2023-05-01 09:11:20,1,1,0,1
137,2023-05-01 09:11:25,1,1,0,1
138,2023-05-01 09:11:30,1,1,0,1
139,2023-05-01 09:11:35,1,1,0,1
140,2023-05-01 09:11:40,1,1,0,1
141,2023-05-01 09:11:45,1,1,0,1
142,2023-05-01 09:11:50,1,1,0,1
143,2023-05-01 09:11:55,1,1,0,1
144,2023-05-01 09:12:00,1,1,0,1
145,2023-05-01 09:12:05,1,1,0,1
146,2023-05-01 09:12:10,1,1,0,1
147,2023-05-01 09:12:15,1,1,0,1
148,2023-05-01 09:12:20,1,1,0,1
149,2023-05-01 09:12:25,1,1,0,1
150,2023-05-01 09:12:30,1,1,0,1
151,2023-05-01 09:12:35,1,1,0,1
152,2023-05-01 09:12:40,1,1,0,1
153,2023-05-01 09:12:45,1,1,0,1
154,2023-05-01 09:12:50,1,1,0,1
155,2023-05-01 09:12:55,1,1,0,1
156,2023-05-01 09:13:00,1,1,0,1
157,2023-05-01 09:13:05,1,1,0,1
158,2023-05-01 09:13:10,1,1,0,1
159,2023-05-01 09:13:15,1,1,0,1
160,2023-05-01 09:13:20,1,1,0,1
161,2023-05-01 09:13:25,1,1,0,1
162,2023-05-01 09:13:30,1,1,0,1
163,2023-05-01 09:13:35,1,1,0,1
164,2023-05-01 09:13:40,1,1,0,1
165,2023-05-01 09:13:45,1,1,0,1
166,2023-05-01 09:13:50,1,1,0,1
167,2023-05-01 09:13:55,1,1,0,1
168,2023-05-01 09:14:00,1,1,0,1
169,2023-05-01 09:14:05,1,1,0,1
170,2023-05-01 09:14:10,1,1,0,1
171,2023-05-01 09:14:15,1,1,0,1
172,2023-05-01 09:14:20,1,1,0,1
173,2023-05-01 09:14:25,1,1,0,1
174,2023-05-01 09:14:30,1,1,0,1
175,2023-05-01 09:14:35,1,1,0,1
176,2023-05-01 09:14:40,1,1,0,1
177,2023-05-01 09:14:45,1,1,0,1
178,2023-05-01 09:14:50,1,1,0,1
179,2023-05-01 09:14:55,1,1,0,1
180,2023-05-01 09:15:00,1,1,0,1
181,2023-05-01 09:15:05,1,1,0,1
182,2023-05-01 09:15:10,1,1,0,1
183,2023-05-01 09:15:15,1,1,0,1
184,2023-05-01 09:15:20,1,1,0,1
185,2023-05-01 09:15:25,1,1,0,1
186,2023-05-01 09:15:30,1,1,0,1
187,2023-05-01 09:15:35,1,1,0,1
188,2023-05-01 09:15:40,1,1,0,1
189,2023-05-01 09:15:45,1,1,0,1
190,2023-05-01 09:15:50,1,1,0,1
191,2023-05-01 09:15:55,1,1,0,1
192,2023-05-01 09:16:00,1,1,0,1
193,2023-05-01 09:16:05,1,1,0,1
194,2023-05-01 09:16:10,1,1,0,1
195,2023-05-01 09:16:15,1,1,0,1
196,2023-05-01 09:16:20,1,1,0,1
197,2023-05-01 09:16:25,1,1,0,1
198,2023-05-01 09:16:30,1,1,0,1
199,2023-05-01 09:16:35,1,1,0,1
200,2023-05-01 09:16:40,1,1,0,1
201,2023-05-01 09:16:45,1,1,0,1
202,2023-05-01 09:16:50,1,1,0,1
203,2023-05-01 09:16:55,1,1,0,1
204,2023-05-01 09:17:00,1,1,0,1
205,2023-05-01 09:17:05,1,1,0,1
206,2023-05-01 09:17:10,1,1,0,1
207,2023-05-01 09:17:15,1,1,0,1
208,2023-05-01 09:17:20,1,1,0,1
209,2023-05-01 09:17:25,1,1,0,1
210,2023-05-01 09:17:30,1,1,0,1
211,2023-05-01 09:17:35,1,1,0,1
212,2023-05-01 09:17:40,1,1,0,1
213,2023-05-01 09:17:45,1,1,0,1
214,2023-05-01 09:17:50,1,1,0,1
215,2023-05-01 09:17:55,1,1,0,1
216,2023-05-01 09:18:00,1,1,0,1
217,2023-05-01 09:18:05,1,1,0,1
218,2023-05-01 09:18:10,1,1,0,1
219,2023-05-01 09:18:15,1,1,0,1
220,2023-05-01 09:18:20,1,1,0,1
221,2023-05-01 09:18:25,1,1,0,1
222,2023-05-01 09:18:30,1,1,0,1
223,2023-05-01 09:18:35,1,1,0,1
224,2023-05-01 09:18:40,1,1,0,1
225,2023-05-01 09:18:45,1,1,0,1
226,2023-05-01 09:18:50,1,1,0,1
227,2023-05-01 09:18:55,1,1,0,1
228,2023-05-01 09:19:00,1,1,0,1
229,2023-05-01 09:19:05,1,1,0,1
230,2023-05-01 09:19:10,1,1,0,1
231,2023-05-01 09:19:15,1,1,0,1
232,2023-05-01 09:19:20,1,1,0,1
233,2023-05-01 09:19:25,1,1,0,1
234,2023-05-01 09:19:30,1,1,0,1
235,2023-05-01 09:19:35,1,1,0,1
236,2023-05-01 09:19:40,1,1,0,1
237,2023-05-01 09:19:45,1,1,0,1
238,2023-05-01 09:19:50,1,1,0,1
239,2023-05-01 09:19:55,1,1,0,1
240,2023-05-01 09:20:00,1,1,0,1
241,2023-05-01 09:20:05,1,1,0,1
242,2023-05-01 09:20:10,1,1,0,1
243,2023-05-01 09:20:15,1,1,0,1
244,2023-05-01 09:20:20,1,1,0,1
245,2023-05-01 09:20:25,1,1,0,1
246,2023-05-01 09:20:30,1,1,0,1
247,2023-05-01 09:20:35,1,1,0,1
248,2023-05-01 09:20:40,1,1,0,1
249,2023-05-01 09:20:45,1,1,0,1
250,2023-05-01 09:20:50,1,1,0,1
251,2023-05-01 09:20:55,1,1,0,1
252,2023-05-01 09:21:00,1,1,0,1
253,2023-05-01 09:21:05,1,1,0,1
254,2023-05-01 09:21:10,1,1,0,1
255,2023-05-01 09:21:15,1,1,0,1
256,2023-05-01 09:21:20,1,1,0,1
257,2023-05-01 09:21:25,1,1,0,1
258,2023-05-01 09:21:30,1,1,0,1
259,2023-05-01 09:21:35,1,1,0,1
260,2023-05-01 09:21:40,1,1,0,1
261,2023-05-01 09:21:45,1,1,0,1
262,2023-05-01 09:21:50,1,1,0,1
263,2023-05-01 09:21:55,1,1,0,1
264,2023-05-01 09:22:00,1,1,0,1
265,2023-05-01 09:22:05,1,1,0,1
266,2023-05-01 09:22:10,1,1,0,1
267,2023-05-01 09:22:15,1,1,0,1
268,2023-05-01 09:22:20,1,1,0,1
269,2023-05-01 09:22:25,1,1,0,1
270,2023-05-01 09:22:30,1,1,0,1
271,2023-05-01 09:22:35,1,1,0,1
272,2023-05-01 09:22:40,1,1,0,1
273,2023-05-01 09:22:45,1,1,0,1
274,2023-05-01 09:22:50,1,1,0,1
275,2023-05-01 09:22:55,1,1,0,1
276,2023-05-01 09:23:00,1,1,0,1
277,2023-05-01 09:23:05,1,1,0,1
278,2023-05-01 09:23:10,1,1,0,1
279,2023-05-01 09:23:15,1,1,0,1
280,2023-05-01 09:23:20,1,1,0,1
281,2023-05-01 09:23:25,1,1,0,1
282,2023-05-01 09:23:30,1,1,0,1
283,2023-05-01 09:23:35,1,1,0,1
284,2023-05-01 09:23:40,1,1,0,1
285,2023-05-01 09:23:45,1,1,0,1
286,2023-05-01 09:23:50,1,1,0,1
287,2023-05-01 09:23:55,1,1,0,1
288,2023-05-01 09:24:00,1,1,0,1
289,2023-05-01 09:24:05,1,1,0,1
290,2023-05-01 09:24:10,1,1,0,1
291,2023-05-01 09:24:15,1,1,0,1
292,2023-05-01 09:24:20,1,1,0,1
293,2023-05-01 09:24:25,1,1,0,1
294,2023-05-01 09:24:30,1,1,0,1
295,2023-05-01 09:24:35,1,1,0,1
296,2023-05-01 09:24:40,1,1,0,1
297,2023-05-01 09:24:45,1,1,0,1
298,2023-05-01 09:24:50,1,1,0,1
299,2023-05-01 09:24:55,1,1,0,1
300,2023-05-01 09:25:00,1,1,0,1
301,2023-05-01 09:25:05,1,1,0,1
302,2023-05-01 09:25:10,1,1,0,1
303,2023-05-01 09:25:15,1,1,0,1
304,2023-05-01 09:25:20,1,1,0,1
305,2023-05-01 09:25:25,1,1,0,1
306,2023-05-01 09:25:30,1,1,0,1
307,2023-05-01 09:25:35,1,1,0,1
308,2023-05-01 09:25:40,1,1,0,1
309,2023-05-01 09:25:45,1,1,0,1
310,2023-05-01 09:25:50,1,1,0,1
311,2023-05-01 09:25:55,1,1,0,1
312,2023-05-01 09:26:00,1,1,0,1
313,2023-05-01 09:26:05,1,1,0,1
314,2023-05-01 09:26:10,1,1,0,1
315,2023-05-01 09:26:15,1,1,0,1
316,2023-05-01 09:26:20,1,1,0,1
317,2023-05-01 09:26:25,1,1,0,1
318,2023-05-01 09:26:30,1,1,0,1
319,2023-05-01 09:26:35,1,1,0,1
320,2023-05-01 09:26:40,1,1,0,1
321,2023-05-01 09:26:45,1,1,0,1
322,2023-05-01 09:26:50,1,1,0,1
323,2023-05-01 09:26:55,1,1,0,1
324,2023-05-01 09:27:00,1,1,0,1
325,2023-05-01 09:27:05,1,1,0,1
326,2023-05-01 09:27:10,1,1,0,1
327,2023-05-01 09:27:15,1,1,0,1
328,2023-05-01 09:27:20,1,1,0,1
329,2023-05-01 09:27:25,1,1,0,1
330,2023-05-01 09:27:30,1,1,0,1
331,2023-05-01 09:27:35,1,1,0,1
332,2023-05-01 09:27:40,1,1,0,1
333,2023-05-01 09:27:45,1,1,0,1
334,2023-05-01 09:27:50,1,1,0,1
335,2023-05-01 09:27:55,1,1,0,1
336,2023-05-01 09:28:00,1,1,0,1
337,2023-05-01 09:28:05,1,1,0,1
338,2023-05-01 09:28:10,1,1,0,1
339,2023-05-01 09:28:15,1,1,0,1
340,2023-05-01 09:28:20,1,1,0,1
341,2023-05-01 09:28:25,1,1,0,1
342,2023-05-01 09:28:30,1,1,0,1
343,2023-05-01 09:28:35,1,1,0,1
344,2023-05-01 09:28:40,1,1,0,1
345,2023-05-01 09:28:45,1,1,0,1
346,2023-05-01 09:28:50,1,1,0,1
347,2023-05-01 09:28:55,1,1,0,1
348,2023-05-01 09:29:00,1,1,0,1
349,2023-05-01 09:29:05,1,1,0,1
350,2023-05-01 09:29:10,1,1,0,1
351,2023-05-01 09:29:15,1,1,0,1
352,2023-05-01 09:29:20,1,1,0,1
353,2023-05-01 09:29:25,1,1,0,1
354,2023-05-01 09:29:30,1,1,0,1
355,2023-05-01 09:29:35,1,1,0,1
356,2023-05-01 09:29:40,1,1,0,1
357,2023-05-01 09:29:45,1,1,0,1
358,2023-05-01 09:29:50,1,1,0,1
359,2023-05-01 09:29:55,1,1,0,1
360,2023-05-01 09:30:00,1,1,0,1
361,2023-05-01 09:30:05,1,1,0,1
362,2023-05-01 09:30:10,1,1,0,1
363,2023-05-01 09:30:15,1,1,0,1
364,2023-05-01 09:30:20,1,1,0,1
365,2023-05-01 09:30:25,1,1,0,1
366,2023-05-01 09:30:30,1,1,0,1
367,2023-05-01 09:30:35,1,1,0,1
368,2023-05-01 09:30:40,1,1,0,1
369,2023-05-01 09:30:45,1,1,0,1
370,2023-05-01 09:30:50,1,1,0,1
371,2023-05-01 09:30:55,1,1,0,1
372,2023-05-01 09:31:00,1,1,0,1
373,2023-05-01 09:31:05,1,1,0,1
374,2023-05-01 09:31:10,1,1,0,1
375,2023-05-01 09:31:15,1,1,0,1
376,2023-05-01 09:31:20,1,1,0,1
377,2023-05-01 09:31:25,1,1,0,1
378,2023-05-01 09:31:30,1,1,0,1
379,2023-05-01 09:31:35,1,1,0,1
380,2023-05-01 09:31:40,1,1,0,1
381,2023-05-01 09:31:45,1,1,0,1
382,2023-05-01 09:31:50,1,1,0,1
383,2023-05-01 09:31:55,1,1,0,1
384,2023-05-01 09:32:00,1,1,0,1
385,2023-05-01 09:32:05,1,1,0,1
386,2023-05-01 09:32:10,1,1,0,1
387,2023-05-01 09:32:15,1,1,0,1
388,2023-05-01 09:32:20,1,1,0,1
389,2023-05-01 09:32:25,1,1,0,1
390,2023-05-01 09:32:30,1,1,0,1
391,2023-05-01 09:32:35,1,1,0,1
392,2023-05-01 09:32:40,1,1,0,1
393,2023-05-01 09:32:45,1,1,0,1
394,2023-05-01 09:32:50,1,1,0,1
395,2023-05-01 09:32:55,1,1,0,1
396,2023-05-01 09:33:00,1,1,0,1
397,2023-05-01 09:33:05,1,1,0,1
398,2023-05-01 09:33:10,1,1,0,1
399,2023-05-01 09:33:15,1,1,0,1
400,2023-05-01 09:33:20,1,1,0,1
401,2023-05-01 09:33:25,1,1,0,1
402,2023-05-01 09:33:30,1,1,0,1
403,2023-05-01 09:33:35,1,1,0,1
404,2023-05-01 09:33:40,1,1,0,1
405,2023-05-01 09:33:45,1,1,0,1
406,2023-05-01 09:33:50,1,1,0,1
407,2023-05-01 09:33:55,1,1,0,1
408,2023-05-01 09:34:00,1,1,0,1
409,2023-05-01 09:34:05,1,1,0,1
410,2023-05-01 09:34:10,1,1,0,1
411,2023-05-01 09:34:15,1,1,0,1
412,2023-05-01 09:34:20,1,1,0,1
413,2023-05-01 09:34:25,1,1,0,1
414,2023-05-01 09:34:30,1,1,0,1
415,2023-05-01 09:34:35,1,1,0,1
416,2023-05-01 09:34:40,1,1,0,1
417,2023-05-01 09:34:45,1,1,0,1
418,2023-05-01 09:34:50,1,1,0,1
419,2023-05-01 09:34:55,1,1,0,1
420,2023-05-01 09:35:00,1,1,0,1
421,2023-05-01 09:35:05,1,1,0,1
422,2023-05-01 09:35:10,1,1,0,1
423,2023-05-01 09:35:15,1,1,0,1
424,2023-05-01 09:35:20,1,1,0,1
425,2023-05-01 09:35:25,1,1,0,1
426,2023-05-01 09:35:30,1,1,0,1
427,2023-05-01 09:35:35,1,1,0,1
428,2023-05-01 09:35:40,1,1,0,1
429,2023-05-01 09:35:45,1,1,0,1
430,2023-05-01 09:35:50,1,1,0,1
431,2023-05-01 09:35:55,1,1,0,1
432,2023-05-01 09:36:00,1,1,0,1
433,2023-05-01 09:36:05,1,1,0,1
434,2023-05-01 09:36:10,1,1,0,1
435,2023-05-01 09:36:15,1,1,0,1
436,2023-05-01 09:36:20,1,1,0,1
437,2023-05-01 09:36:25,1,1,0,1
438,2023-05-01 09:36:30,1,1,0,1
439,2023-05-01 09:36:35,1,1,0,1
440,2023-05-01 09:36:40,1,1,0,1
441,2023-05-01 09:36:45,1,1,0,1
442,2023-05-01 09:36:50,1,1,0,1
443,2023-05-01 09:36:55,1,1,0,1
444,2023-05-01 09:37:00,1,1,0,1
445,2023-05-01 09:37:05,1,1,0,1
446,2023-05-01 09:37:10,1,1,0,1
447,2023-05-01 09:37:15,1,1,0,1
448,2023-05-01 09:37:20,1,1,0,1
449,2023-05-01 09:37:25,1,1,0,1
450,2023-05-01 09:37:30,1,1,0,1
451,2023-05-01 09:37:35,1,1,0,1
452,2023-05-01 09:37:40,1,1,0,1
453,2023-05-01 09:37:45,1,1,0,1
454,2023-05-01 09:37:50,1,1,0,1
455,2023-05-01 09:37:55,1,1,0,1
456,2023-05-01 09:38:00,1,1,0,1
457,2023-05-01 09:38:05,1,1,0,1
458,2023-05-01 09:38:10,1,1,0,1
459,2023-05-01 09:38:15,1,1,0,1
460,2023-05-01 09:38:20,1,1,0,1
461,2023-05-01 09:38:25,1,1,0,1
462,2023-05-01 09:38:30,1,1,0,1
463,2023-05-01 09:38:35,1,1,0,1
464,2023-05-01 09:38:40,1,1,0,1
465,2023-05-01 09:38:45,1,1,0,1
466,2023-05-01 09:38:50,1,1,0,1
467,2023-05-01 09:38:55,1,1,0,1
468,2023-05-01 09:39:00,1,1,0,1
469,2023-05-01 09:39:05,1,1,0,1
470,2023-05-01 09:39:10,1,1,0,1
471,2023-05-01 09:39:15,1,1,0,1
472,2023-05-01 09:39:20,1,1,0,1
473,2023-05-01 09:39:25,1,1,0,1
474,2023-05-01 09:39:30,1,1,0,1
475,2023-05-01 09:39:35,1,1,0,1
476,2023-05-01 09:39:40,1,1,0,1
477,2023-05-01 09:39:45,1,1,0,1
478,2023-05-01 09:39:50,1,1,0,1
479,2023-05-01 09:39:55,1,1,0,1
480,2023-05-01 09:40:00,1,1,0,1
481,2023-05-01 09:40:05,1,1,0,1
482,2023-05-01 09:40:10,1,1,0,1
483,2023-05-01 09:40:15,1,1,0,1
484,2023-05-01 09:40:20,1,1,0,1
485,2023-05-01 09:40:25,1,1,0,1
486,2023-05-01 09:40:30,1,1,0,1
487,2023-05-01 09:40:35,1,1,0,1
488,2023-05-01 09:40:40,1,1,0,1
489,2023-05-01 09:40:45,1,1,0,1
490,2023-05-01 09:40:50,1,1,0,1
491,2023-05-01 09:40:55,1,1,0,1
492,2023-05-01 09:41:00,1,1,0,1
493,2023-05-01 09:41:05,1,1,0,1
494,2023-05-01 09:41:10,1,1,0,1
495,2023-05-01 09:41:15,1,1,0,1
496,2023-05-01 09:41:20,1,1,0,1
497,2023-05-01 09:41:25,1,1,0,1
498,2023-05-01 09:41:30,1,1,0,1
499,2023-05-01 09:41:35,1,1,0,1
500,2023-05-01 09:41:40,1,1,0,1
501,2023-05-01 09:41:45,1,1,0,1
502,2023-05-01 09:41:50,1,1,0,1
503,2023-05-01 09:41:55,1,1,0,1
504,2023-05-01 09:42:00,1,1,0,1
505,2023-05-01 09:42:05,1,1,0,1
506,2023-05-01 09:42:10,1,1,0,1
507,2023-05-01 09:42:15,1,1,0,1
508,2023-05-01 09:42:20,1,1,0,1
509,2023-05-01 09:42:25,1,1,0,1
510,2023-05-01 09:42:30,1,1,0,1
511,2023-05-01 09:42:35,1,1,0,1
512,2023-05-01 09:42:40,1,1,0,1
513,2023-05-01 09:42:45,1,1,0,1
514,2023-05-01 09:42:50,1,1,0,1
515,2023-05-01 09:42:55,1,1,0,1
516,2023-05-01 09:43:00,1,1,0,1
517,2023-05-01 09:43:05,1,1,0,1
518,2023-05-01 09:43:10,1,1,0,1
519,2023-05-01 09:43:15,1,1,0,1
520,2023-05-01 09:43:20,1,1,0,1
521,2023-05-01 09:43:25,1,1,0,1
522,2023-05-01 09:43:30,1,1,0,1
523,2023-05-01 09:43:35,1,1,0,1
524,2023-05-01 09:43:40,1,1,0,1
525,2023-05-01 09:43:45,1,1,0,1
526,2023-05-01 09:43:50,1,1,0,1
527,2023-05-01 09:43:55,1,1,0,1
528,2023-05-01 09:44:00,1,1,0,0
529,2023-05-01 09:44:05,1,1,0,0
530,2023-05-01 09:44:10,1,1,0,0
531,2023-05-01 09:44:15,1,1,0,0
532,2023-05-01 09:44:20,1,1,0,0
533,2023-05-01 09:44:25,1,1,0,0
534,2023-05-01 09:44:30,1,1,0,0
535,2023-05-01 09:44:35,1,1,0,0
536,2023-05-01 09:44:40,1,1,0,0
537,2023-05-01 09:44:45,1,1,0,0
538,2023-05-01 09:44:50,1,1,0,0
539,2023-05-01 09:44:55,1,1,0,0
540,2023-05-01 09:45:00,1,1,0,0
541,2023-05-01 09:45:05,1,1,0,0
542,2023-05-01 09:45:10,1,1,0,0
543,2023-05-01 09:45:15,1,1,0,0
544,2023-05-01 09:45:20,1,1,0,0
545,2023-05-01 09:45:25,1,1,0,0
546,2023-05-01 09:45:30,1,1,0,0
547,2023-05-01 09:45:35,1,1,0,0
548,2023-05-01 09:45:40,1,1,0,0
549,2023-05-01 09:45:45,1,1,0,0
550,2023-05-01 09:45:50,1,1,0,0
551,2023-05-01 09:45:55,1,1,0,0
552,2023-05-01 09:46:00,1,1,0,0
553,2023-05-01 09:46:05,1,1,0,0
554,2023-05-01 09:46:10,1,1,0,0
555,2023-05-01 09:46:15,1,1,0,0
556,2023-05-01 09:46:20,1,1,0,0
557,2023-05-01 09:46:25,1,1,0,0
558,2023-05-01 09:46:30,1,1,0,0
559,2023-05-01 09:46:35,1,1,0,0
560,2023-05-01 09:46:40,1,1,0,0
561,2023-05-01 09:46:45,1,1,0,0
562,2023-05-01 09:46:50,1,1,0,0
563,2023-05-01 09:46:55,1,1,0,0
564,2023-05-01 09:47:00,1,1,0,0
565,2023-05-01 09:47:05,1,1,0,0
566,2023-05-01 09:47:10,1,1,0,0
567,2023-05-01 09:47:15,1,1,0,0
568,2023-05-01 09:47:20,1,1,0,0
569,2023-05-01 09:47:25,1,1,0,0
570,2023-05-01 09:47:30,1,1,0,0
571,2023-05-01 09:47:35,1,1,0,0
572,2023-05-01 09:47:40,1,1,0,0
573,2023-05-01 09:47:45,1,1,0,0
574,2023-05-01 09:47:50,1,1,0,0
575,2023-05-01 09:47:55,1,1,0,0
576,2023-05-01 09:48:00,1,1,0,0
577,2023-05-01 09:48:05,1,1,0,0
578,2023-05-01 09:48:10,1,1,0,0
579,2023-05-01 09:48:15,1,1,0,0
580,2023-05-01 09:48:20,1,1,0,0
581,2023-05-01 09:48:25,1,1,0,0
582,2023-05-01 09:48:30,1,1,0,0
583,2023-05-01 09:48:35,1,1,0,0
584,2023-05-01 09:48:40,1,1,0,0
585,2023-05-01 09:48:45,1,1,0,0
586,2023-05-01 09:48:50,1,1,0,0
587,2023-05-01 09:48:55,1,1,0,0
588,2023-05-01 09:49:00,1,1,0,0
589,2023-05-01 09:49:05,1,1,0,0
590,2023-05-01 09:49:10,1,1,0,0
591,2023-05-01 09:49:15,1,1,0,0
592,2023-05-01 09:49:20,1,1,0,0
593,2023-05-01 09:49:25,1,1,0,0
594,2023-05-01 09:49:30,1,1,0,0
595,2023-05-01 09:49:35,1,1,0,0
596,2023-05-01 09:49:40,1,1,0,0
597,2023-05-01 09:49:45,1,1,0,0
598,2023-05-01 09:49:50,1,1,0,0
599,2023-05-01 09:49:55,1,1,0,0
600,2023-05-01 09:50:00,1,1,0,0
601,2023-05-01 09:50:05,1,1,0,0
602,2023-05-01 09:50:10,1,1,0,0
603,2023-05-01 09:50:15,1,1,0,0
604,2023-05-01 09:50:20,1,1,0,0
605,2023-05-01 09:50:25,1,1,0,0
